------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T7.3
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 0460 1700 1840 09
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 229
time diff [logger-smartphone](sec), -2
lat, 36.620714
long, -121.904799
accuracy (m), 5.3
------------------------------,--------------------
time,temp
2024-08-22 12:09:58,20.3
2024-08-22 12:14:58,20.3
2024-08-22 12:19:58,20.4
2024-08-22 12:24:58,20.4
2024-08-22 12:29:58,20.4
2024-08-22 12:34:58,20.4
2024-08-22 12:39:58,20.5
2024-08-22 12:44:58,20.6
2024-08-22 12:49:58,20.6
2024-08-22 12:54:58,20.6
2024-08-22 12:59:58,20.6
2024-08-22 13:04:58,20.6
2024-08-22 13:09:58,20.6
2024-08-22 13:14:58,20.7
2024-08-22 13:19:58,20.7
2024-08-22 13:24:58,20.7
2024-08-22 13:29:58,20.8
2024-08-22 13:34:58,20.7
2024-08-22 13:39:58,20.8
2024-08-22 13:44:58,20.8
2024-08-22 13:49:58,20.9
2024-08-22 13:54:58,20.9
2024-08-22 13:59:58,20.9
2024-08-22 14:04:58,20.9
2024-08-22 14:09:58,20.9
2024-08-22 14:14:58,20.9
2024-08-22 14:19:58,21.0
2024-08-22 14:24:58,21.0
2024-08-22 14:29:58,21.0
2024-08-22 14:34:58,21.0
2024-08-22 14:39:58,21.0
2024-08-22 14:44:58,21.1
2024-08-22 14:49:58,21.1
2024-08-22 14:54:58,21.1
2024-08-22 14:59:58,21.1
2024-08-22 15:04:58,21.1
2024-08-22 15:09:58,21.1
2024-08-22 15:14:58,21.1
2024-08-22 15:19:58,21.2
2024-08-22 15:24:58,21.2
2024-08-22 15:29:58,21.1
2024-08-22 15:34:58,21.2
2024-08-22 15:39:58,21.3
2024-08-22 15:44:58,21.3
2024-08-22 15:49:58,21.2
2024-08-22 15:54:58,21.3
2024-08-22 15:59:58,21.3
2024-08-22 16:04:58,21.3
2024-08-22 16:09:58,21.3
2024-08-22 16:14:58,21.3
2024-08-22 16:19:58,21.1
2024-08-22 16:24:58,20.7
2024-08-22 16:29:58,20.9
2024-08-22 16:34:58,20.5
2024-08-22 16:39:58,20.5
