------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T7.3
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 0413 2900 B80D 0B
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 230
time diff [logger-smartphone](sec), -2
lat, 36.620744
long, -121.904818
accuracy (m), 5.0
------------------------------,--------------------
time,temp
2024-08-22 12:13:51,20.4
2024-08-22 12:18:51,20.4
2024-08-22 12:23:51,20.5
2024-08-22 12:28:51,20.5
2024-08-22 12:33:51,20.5
2024-08-22 12:38:51,20.5
2024-08-22 12:43:51,20.6
2024-08-22 12:48:51,20.6
2024-08-22 12:53:51,20.6
2024-08-22 12:58:51,20.6
2024-08-22 13:03:51,20.7
2024-08-22 13:08:51,20.7
2024-08-22 13:13:51,20.7
2024-08-22 13:18:51,20.8
2024-08-22 13:23:51,20.8
2024-08-22 13:28:51,20.8
2024-08-22 13:33:51,20.8
2024-08-22 13:38:51,20.8
2024-08-22 13:43:51,20.8
2024-08-22 13:48:51,20.9
2024-08-22 13:53:51,20.9
2024-08-22 13:58:51,20.9
2024-08-22 14:03:51,21.0
2024-08-22 14:08:51,20.9
2024-08-22 14:13:51,21.0
2024-08-22 14:18:51,21.0
2024-08-22 14:23:51,21.0
2024-08-22 14:28:51,21.1
2024-08-22 14:33:51,21.1
2024-08-22 14:38:51,21.1
2024-08-22 14:43:51,21.1
2024-08-22 14:48:51,21.1
2024-08-22 14:53:51,21.2
2024-08-22 14:58:51,21.2
2024-08-22 15:03:51,21.2
2024-08-22 15:08:51,21.2
2024-08-22 15:13:51,21.2
2024-08-22 15:18:51,21.3
2024-08-22 15:23:51,21.2
2024-08-22 15:28:51,21.3
2024-08-22 15:33:51,21.3
2024-08-22 15:38:51,21.3
2024-08-22 15:43:51,21.3
2024-08-22 15:48:51,21.3
2024-08-22 15:53:51,21.4
2024-08-22 15:58:51,21.3
2024-08-22 16:03:51,21.4
2024-08-22 16:08:51,21.4
2024-08-22 16:13:51,21.4
2024-08-22 16:18:51,21.4
2024-08-22 16:23:51,21.6
2024-08-22 16:28:51,21.7
2024-08-22 16:33:51,21.4
2024-08-22 16:38:51,21.2
2024-08-22 16:43:51,21.3
2024-08-22 16:48:51,21.3
