------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T7.3
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04D4 4900 4521 04
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 231
time diff [logger-smartphone](sec), -3
lat, 36.620745
long, -121.904808
accuracy (m), 5.0
------------------------------,--------------------
time,temp
2024-08-22 12:16:41,20.4
2024-08-22 12:21:41,20.4
2024-08-22 12:26:41,20.4
2024-08-22 12:31:41,20.5
2024-08-22 12:36:41,20.5
2024-08-22 12:41:41,20.5
2024-08-22 12:46:41,20.6
2024-08-22 12:51:41,20.6
2024-08-22 12:56:41,20.6
2024-08-22 13:01:41,20.6
2024-08-22 13:06:41,20.7
2024-08-22 13:11:41,20.7
2024-08-22 13:16:41,20.7
2024-08-22 13:21:41,20.7
2024-08-22 13:26:41,20.8
2024-08-22 13:31:41,20.8
2024-08-22 13:36:41,20.8
2024-08-22 13:41:41,20.8
2024-08-22 13:46:41,20.9
2024-08-22 13:51:41,20.9
2024-08-22 13:56:41,20.9
2024-08-22 14:01:41,21.0
2024-08-22 14:06:41,21.0
2024-08-22 14:11:41,21.0
2024-08-22 14:16:41,21.0
2024-08-22 14:21:41,21.1
2024-08-22 14:26:41,21.0
2024-08-22 14:31:41,21.1
2024-08-22 14:36:41,21.1
2024-08-22 14:41:41,21.1
2024-08-22 14:46:41,21.1
2024-08-22 14:51:41,21.1
2024-08-22 14:56:41,21.1
2024-08-22 15:01:41,21.2
2024-08-22 15:06:41,21.2
2024-08-22 15:11:41,21.2
2024-08-22 15:16:41,21.2
2024-08-22 15:21:41,21.2
2024-08-22 15:26:41,21.2
2024-08-22 15:31:41,21.2
2024-08-22 15:36:41,21.3
2024-08-22 15:41:41,21.3
2024-08-22 15:46:41,21.3
2024-08-22 15:51:41,21.3
2024-08-22 15:56:41,21.4
2024-08-22 16:01:41,21.3
2024-08-22 16:06:41,21.4
2024-08-22 16:11:41,21.3
2024-08-22 16:16:41,21.4
2024-08-22 16:21:41,21.4
2024-08-22 16:26:41,21.4
2024-08-22 16:31:41,21.5
2024-08-22 16:36:41,21.6
2024-08-22 16:41:41,21.3
2024-08-22 16:46:41,21.2
2024-08-22 16:51:41,21.4
2024-08-22 16:56:41,21.5
